№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id
5402,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИЛЕОН""",Малое предприятие,1037800018860,7801070620,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,5.0,
5422,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМАРТ СИСТЕМС""",Малое предприятие,1217700643940,9722013742,47 - Ленинградская область,г Всеволожск,2022-10-01,Нет,Нет,Нет,2.0,11746675
5424,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМОЛСТРОМ-СЕРВИС""",Среднее предприятие,1026701439907,6731028404,67 - Смоленская область,г Смоленск,2017-10-08,Нет,Нет,Нет,41.0,3155801
5425,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМП-1""",Малое предприятие,1035009351002,5046048999,77 - г.Москва,г Троицк,2017-10-08,Да,Нет,Нет,44.0,5958193
5426,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМП-280""",Среднее предприятие,1027200818920,7203047511,72 - Тюменская область,г Тюмень,2017-10-08,Да,Нет,Нет,58.0,4213702
5427,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМУ -25""",Малое предприятие,1022800762511,2809000390,28 - Амурская область,г Шимановск,2017-10-08,Да,Нет,Нет,45.0,6795863
5432,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМУ-ДОНАЭРОДОРСТРОЙ""",Малое предприятие,1036163013710,6163068567,61 - Ростовская область,г Ростов-на-Дону,2017-10-08,Да,Нет,Нет,68.0,6121025
5448,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦГАЗМОНТАЖ-ПОДВОДСТРОЙ""",Малое предприятие,1186658094116,6658521941,66 - Свердловская область,г Екатеринбург,2021-10-09,Да,Нет,Нет,242.0,10882933
5454,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ ОТДЕЛОЧНОЕ УПРАВЛЕНИЕ № 2""",Малое предприятие,1027700401596,7702020219,77 - г.Москва,,2021-10-03,Да,Нет,Нет,57.0,2474
5456,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ УПРАВЛЕНИЕ ИНЖЕНЕРНЫХ РАБОТ""",Малое предприятие,1127746711300,7701969903,77 - г.Москва,,2017-10-08,Нет,Нет,Нет,51.0,7365735
5465,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ВИКТОРИЯ ДЕВЕЛОПМЕНТ""",Малое предприятие,1125053003503,5053033231,50 - Московская область,г. Электросталь,2017-10-08,Нет,Нет,Нет,4.0,7577365
5468,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЕЙСК-ЭКС-ПОРТ""",Малое предприятие,1022301116144,2306000450,23 - Краснодарский край,г Ейск,2017-10-08,Да,Нет,Нет,50.0,6775319
5471,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ - ""ЧЕСТР-ГРУПП""",Среднее предприятие,1022101134186,2126003691,21 - Чувашская Республика - Чувашия,г Чебоксары,2018-10-08,Нет,Нет,Нет,143.0,5352926
5472,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНКОСТ""",Среднее предприятие,1022101269673,2129003280,21 - Чувашская Республика - Чувашия,г Чебоксары,2017-10-08,Да,Нет,Нет,222.0,5353687
5473,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОМПЛЕКТ""",Малое предприятие,1023201293114,3235001826,32 - Брянская область,г Брянск,2017-10-08,Да,Нет,Нет,42.0,5688989
5474,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОНТИНЕНТ""",Малое предприятие,1021200771954,1215048572,12 - Республика Марий Эл,г Йошкар-Ола,2017-10-08,Нет,Нет,Нет,21.0,5127178
5475,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОШЕЛЕВ - ПРОЕКТ САМАРА""",Малое предприятие,1136312010999,6312134360,50 - Московская область,,2023-10-07,Да,Нет,Нет,92.0,8240332
5476,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОШЕЛЕВ-ПРОЕКТ""",Малое предприятие,1106312009253,6312102986,50 - Московская область,,2022-10-08,Нет,Нет,Нет,104.0,3449437
5480,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""МЕЖХОЗЯЙСТВЕННАЯ СТРОИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ВУРНАРСКАЯ""",Малое предприятие,1022102028740,2104000471,21 - Чувашская Республика - Чувашия,,2017-10-08,Нет,Нет,Нет,43.0,5338812
5481,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА №3""",Среднее предприятие,1021200751032,1215014090,12 - Республика Марий Эл,г Йошкар-Ола,2017-10-08,Да,Нет,Нет,107.0,5096203
5482,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПРОЕКТНО-СТРОИТЕЛЬНАЯ ФИРМА ""ИНСТРОЙ""",Малое предприятие,1022900834648,2902001119,29 - Архангельская область,г Архангельск,2017-10-08,Нет,Нет,Нет,20.0,1402098
5487,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕК""",Среднее предприятие,1021000527965,1001010821,10 - Республика Карелия,г Петрозаводск,2017-10-08,Нет,Нет,Нет,156.0,70753
5490,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОИТЕЛЬНЫЙ ТРЕСТ №3""",Среднее предприятие,1022101134978,2128007123,21 - Чувашская Республика - Чувашия,г Чебоксары,2017-10-08,Нет,Нет,Нет,62.0,5357810
5493,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ТУС""",Среднее предприятие,1022101137398,2129005369,21 - Чувашская Республика - Чувашия,г Чебоксары,2018-10-08,Да,Нет,Нет,28.0,5260273
5494,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЭКРАН""",Малое предприятие,1027700419780,7705014485,77 - г.Москва,,2017-10-08,Нет,Нет,Нет,17.0,7107628
5496,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БЕРЕНДЕЙ""",Малое предприятие,1095038004610,5016018436,50 - Московская область,,2017-10-08,Нет,Нет,Нет,5.0,3825128
5499,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КОМФОРТ-НК""",Малое предприятие,1021602510126,1651000330,16 - Республика Татарстан (Татарстан),г Нижнекамск,2017-10-08,Да,Нет,Нет,49.0,6743306
5500,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ПМК-5""",Малое предприятие,1021200769908,1215012600,12 - Республика Марий Эл,г Йошкар-Ола,2022-10-10,Да,Нет,Нет,57.0,5123155
5502,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦКАУЧУКРЕМСТРОЙ""",Малое предприятие,1021602825860,1659000692,16 - Республика Татарстан (Татарстан),г Казань,2017-10-08,Да,Нет,Нет,27.0,6744895
5503,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦМОНТАЖСТРОЙ-5""",Малое предприятие,1027739723604,7710100355,50 - Московская область,г Химки,2017-10-08,Да,Нет,Нет,33.0,6628918
5504,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦМОНТАЖСТРОЙ""",Малое предприятие,1133850019698,3811167567,38 - Иркутская область,г Иркутск,2017-10-08,Нет,Нет,Нет,71.0,7906834
5511,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦСТРОЙЗАЩИТА""",Малое предприятие,1027600849011,7606011268,76 - Ярославская область,г Ярославль,2018-10-08,Да,Нет,Нет,17.0,6536486
5516,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦУПРАВЛЕНИЕ № 5""",Малое предприятие,1023600795899,3610007820,36 - Воронежская область,,2017-10-08,Нет,Нет,Нет,25.0,6821366
5519,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПОРТИКО""",Малое предприятие,1097746839552,7714797240,77 - г.Москва,,2017-10-08,Нет,Нет,Нет,44.0,3227586
5539,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬ""",Среднее предприятие,1025200912571,5238000045,52 - Нижегородская область,,2020-10-08,Да,Нет,Нет,221.0,6883492
5540,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬ""",Малое предприятие,1022500614707,2528000901,25 - Приморский край,,2017-10-08,Нет,Нет,Нет,66.0,5482709
5544,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ИНСАР МОРДОВИЯ""",Малое предприятие,1231300004506,1300008210,13 - Республика Мордовия,г Саранск,2023-10-11,Нет,Нет,Нет,,12299158
5548,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ПОЛЁТ""",Малое предприятие,1045402517478,5406293244,54 - Новосибирская область,г Новосибирск,2017-10-08,Да,Нет,Нет,2.0,4155370
5553,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЭНЕРГИЯ""",Малое предприятие,1136686035045,6686038662,66 - Свердловская область,г Екатеринбург,2017-10-08,Нет,Нет,Нет,27.0,8231640
5555,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ГОРОДА ВЫБОРГА""",Малое предприятие,1044700880498,4704057466,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,22.0,444841
5557,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ДАЛЬНИЙ ВОСТОК""",Малое предприятие,1032501897724,2538066595,25 - Приморский край,г Владивосток,2017-10-08,Да,Нет,Нет,19.0,5729971
5558,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ПРАЙД""",Малое предприятие,1187746931030,7730247451,77 - г.Москва,,2018-10-12,Нет,Нет,Нет,14.0,10842493
5560,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ №1""",Среднее предприятие,1022800533348,2801016951,28 - Амурская область,г Благовещенск,2021-10-07,Да,Нет,Нет,0.0,6792513
5567,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНО-МОНТАЖНАЯ КОМПАНИЯ ""СТОЛИЦА""",Малое предприятие,1027710019633,7710442630,77 - г.Москва,,2019-10-08,Нет,Нет,Нет,12.0,4465808
5568,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНО-МОНТАЖНАЯ КОМПАНИЯ ""ЧЕРМЕТЭКОЛОГИЯ""",Среднее предприятие,1023501248682,3528001689,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,133.0,6843500
5571,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ № 1""",Малое предприятие,1033700064804,3729011599,37 - Ивановская область,г Иваново,2017-10-08,Нет,Нет,Нет,24.0,3682947
5575,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ №2 ТРЕСТА №16""",Малое предприятие,1037843029696,7825405201,78 - г.Санкт-Петербург,,2021-10-09,Да,Нет,Нет,,6379266
5583,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 288""",Малое предприятие,1037843011106,7808003527,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,46.0,6383065
5589,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-305""",Малое предприятие,1027804863778,7810182560,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,53.0,7059011
5593,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНЫЙ ХОЛДИНГ ТЕЗИС""",Среднее предприятие,1234600004407,4632297547,46 - Курская область,г Курск,2023-10-08,Нет,Нет,Нет,,12214954
5595,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОЙ СИТИ""",Малое предприятие,1177746501679,7751046749,77 - г.Москва,г Троицк,2018-10-08,Нет,Нет,Нет,7.0,10234600
5605,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОЙИНВЕСТ""",Малое предприятие,1037843097600,7825697956,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,56.0,6335809
5627,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОЙСЕРВИС""",Малое предприятие,1022601955441,2634011648,26 - Ставропольский край,г Ставрополь,2017-10-08,Да,Нет,Нет,17.0,6817308
5628,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОЙСПЕЦКОМПЛЕКТРЕСУРС""",Малое предприятие,1027700580049,7728245263,77 - г.Москва,,2017-10-08,Да,Нет,Нет,5.0,4156977
5642,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУ-6 БЕЛГОРОДСТРОЙ""",Малое предприятие,1023101652419,3123004106,31 - Белгородская область,г Белгород,2017-10-08,Да,Нет,Нет,29.0,1099254
5653,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕЛЕКОМСТРОЙ""",Малое предприятие,1027700454935,7704027964,50 - Московская область,,2017-10-08,Да,Нет,Нет,87.0,6681722
5656,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛОИНДУСТРИЯ""",Малое предприятие,1037739385716,7712103721,77 - г.Москва,,2017-10-08,Да,Нет,Нет,26.0,6665895
5665,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕХНОЛОГИЧЕСКИЕ РЕШЕНИЯ""",Среднее предприятие,1157746263146,7708251822,50 - Московская область,г Химки,2017-10-08,Да,Нет,Нет,0.0,9148619
5678,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОБОЛЬСКСТРОЙМЕХАНИЗАЦИЯ""",Среднее предприятие,1027201291908,7206000783,72 - Тюменская область,г Тобольск,2018-10-08,Да,Нет,Нет,106.0,7032205
5684,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОРОС""",Среднее предприятие,1027739551377,7733043569,77 - г.Москва,,2019-10-08,Да,Нет,Нет,28.0,4797474
5686,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНС-СЕВЕР""",Малое предприятие,1026601184301,6617006973,13 - Республика Мордовия,г Саранск,2017-10-08,Нет,Нет,Нет,62.0,7000561
5687,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСЕРВИС""",Малое предприятие,1025403197434,5407181328,54 - Новосибирская область,г Новосибирск,2017-10-08,Да,Нет,Нет,20.0,6051148
